"23381","001","solo organ"
"23382","001","sacred & secular cantatas"
"23383","001","concs. & concerti grossi"
"23384","001","masses"
"23385","001","orchestral pcs"
"23386","001","passions"
"23387","001","works for solo player"
"23388","001","sonatas"
"23389","001","harpsichord (solo, chamber combs., w/orch.)"
"23390","001","motets"
"23391","002","syms."
"23392","002","piano (sonatas, chamber combs., concs.)"
"23393","002","chamber music (string quartets, violin sonatas, trios, etc.)"
"23394","002","overs."
"23395","002","Violin Conc. in D"
"23396","002","Fidelio (opera)"
"23397","002","Mass in D 'Missa Solemnis'"
"23398","003","solo piano & solo organ"
"23399","004","solo keyboard"
"23400","004","syms."
"23401","004","concs."
"23402","004","sonatas & trio sonatas"
"23403","004","sacred vocal & choral music"
"23404","004","flute (solo, chamber combs., concs.)"
"23405","005","syms. & sinfonies concertantes"
"23406","005","keyboard sonatas"
"23407","005","concs."
"23408","005","chamber music"
"23409","005","operas"
"23410","006","solo keyboard"
"23411","007","piano (solo, w/orch.)"
"23412","007","concs."
"23413","007","string quartets"
"23414","007","folksong settings"
"23415","007","ballets & Duke Bluebeard's Castle (opera)"
"23416","007","violin (chamber combs., w/orch.)"
"23417","008","works for solo player ('Sequenza' series)"
"23418","008","music theatre & other works for solo v or vv & instrumental ensemble"
"23419","008","chamber music"
"23420","008","magnetic tape-based pcs"
"23421","008","music on political subjects"
"23422","009","solo piano"
"23423","009","songs"
"23424","009","choral music"
"23425","009","chamber music"
"23426","010","cello (solo, chamber combs., w/orch.)"
"23427","010","violin (chamber combs., w/orch.)"
"23428","010","music on Jewish themes"
"23429","010","quartets & quintets"
"23430","011","important contributor to most main genres (except ballet & opera)"
"23431","012","syms."
"23432","012","masses"
"23433","012","sacred motets"
"23434","013","piano (solo, w/orch., piano arrs. of J.S. Bach & other composers' works)"
"23435","013","operas"
"23436","013","chamber music"
"23437","014","piano (solo, chamber combs., w/orch.)"
"23438","015","keyboard (piano) sonatas"
"23439","015","syms."
"23440","015","music publishing"
"23441","016","orchestral pcs"
"23442","016","concs."
"23443","016","works for unusual instruments"
"23444","016","explorations in rhythm"
"23445","017","vocal-orchestral music (settings of verse by Lorca)"
"23446","017","orchestral pcs"
"23447","017","music for electric piano & other amplified instrs."
"23448","017","unusual timbres"
"23449","018","piano (solo, multiple players), incl. arrs. of other composers' works and exercises & studies"
"23450","019","works productively in all main genres, incl. music for children & amateurs"
"23451","020","piano (solo, chamber combs.)"
"23452","020","orchestral pcs"
"23453","020","songs & song cycles"
"23454","020","chamber music"
"23455","020","ballets"
"23456","020","harp (chamber combs., w/orch.)"
"23457","020","Pelléas et Mélisande (opera)"
"23458","020","orchestration"
"23459","021","choral-orchestral music"
"23460","021","solo organ"
"23461","022","solo organ"
"23462","023","orchestral pcs"
"23463","023","chamber music"
"23464","024","chamber music"
"23465","024","songs & song cycles"
"23466","024","piano (solo, chamber combs., w/orch.)"
"23467","024","sacred choral & choral-orchestral music"
"23468","024","orchestral pcs"
"23469","024","cello (chamber combs.)"
"23470","024","solo harp"
"23471","025","vocal- & choral-orchestral music"
"23472","025","songs & song cycles"
"23473","025","orchestral pcs"
"23474","026","chamber music"
"23475","026","works for featured instr. w/orch."
"23476","026","aleatory music"
"23477","026","ensemble improvisations"
"23478","027","none"
"23479","028","lieder"
"23480","029","operas"
"23481","029","symphonic poems"
"23482","029","overs."
"23483","030","operas"
"23484","030","masses & other church music"
"23485","030","songs"
"23486","030","chamber music"
"23487","031","folksong settings (various forces)"
"23488","031","piano (solo, 2 players)"
"23489","031","choral & choral-orchestral music"
"23490","031","unusual instrumental settings"
"23491","032","works featuring exotic instrs. & unusual instrumental settings"
"23492","032","philosophical/spiritual symbolism-based music"
"23493","033","organ (solo, w/orch.)"
"23494","034","concs."
"23495","034","operas"
"23496","034","trio sonatas"
"23497","035","solo organ & keyboard (espec. chorale partitas, fugues & preludes)"
"23498","036","solo organ"
"23499","036","sacred cantatas"
"23500","037","solo organ"
"23501","037","sacred cantatas & choral music"
"23502","037","trio sonatas"
"23503","038","concerti grossi"
"23504","038","trio sonatas"
"23505","038","violin sonatas"
"23506","039","solo harpsichord"
"23507","039","chamber music"
"23508","039","sacred motets"
"23509","039","solo organ"
"23510","040","solo organ"
"23511","040","motets"
"23512","040","instrumental ensemble canzonas"
"23513","040","solo harpsichord"
"23514","040","madrigals"
"23515","041","solo keyboard/harpsichord (toccatas, suites, canzonas, etc.)"
"23516","042","oratorios"
"23517","042","orchestral pcs"
"23518","042","concs. & concerti grossi"
"23519","042","operas"
"23520","042","cantatas"
"23521","042","organ (concs.)"
"23522","042","trio sonatas"
"23523","042","solo harpsichord"
"23524","043","opera seria & most other contemporary genres of sacred & secular vocal music"
"23525","043","chamber music"
"23526","044","instrumental sonatas"
"23527","044","sacred vocal/choral music"
"23528","044","operas"
"23529","045","sacred vocal music"
"23530","045","cantatas"
"23531","045","operas & oratorios"
"23532","046","operas (tragédies)"
"23533","046","ballets"
"23534","046","incidental music"
"23535","046","sacred motets"
"23536","047","solo organ, espec. chorale preludes"
"23537","047","church music (motets, sacred concertos, magnificats, etc.)"
"23538","048","sacred vocal music (masses, motets, magnificats)"
"23539","048","secular madrigals"
"23540","049","sacred vocal music (requiem masses, magnificats, passions, motets, sacred concertatos, etc.)"
"23541","050","keyboard sonatas"
"23542","050","secular cantatas"
"23543","050","sacred vocal music"
"23544","051","solo keyboard, espec. organ"
"23545","051","sacred vocal music (motets, etc.)"
"23546","052","concs. & concerti grossi"
"23547","052","overture-suites"
"23548","052","chamber music (quartets, sonatas, trio sonatas, etc.)"
"23549","052","sacred & secular cantatas"
"23550","053","sacred vocal- & choral-orchestral music"
"23551","053","chamber music"
"23552","053","orchestral pcs"
"23553","054","important contributor to all main genres"
"23554","055","violin sonatas"
"23555","055","chamber ensemble pcs"
"23556","055","sacred vocal & choral music"
"23557","056","concerti grossi"
"23558","056","orchestral suites"
"23559","057","church music (operas, oratorios, masses, motets, etc.)"
"23560","057","solo keyboard"
"23561","058","some 600 solo lute pcs, mostly in the form of dance suites"
"23562","059","solo organ"
"23563","059","sacred vocal music (motets, concertatos)"
"23564","059","chamber music"
"23565","060","violin (chamber combs., w/orch.)"
"23566","061","chamber music"
"23567","061","operas"
"23568","061","vocal- & choral-orchestral music"
"23569","062","syms."
"23570","062","choral & choral-orchestral music"
"23571","063"," 8 syms. (1936-62)  Concerto Funèbre [vln & string orch.] (1939)"
"23572","064","orchestral/chamber orchestral pcs"
"23573","064","syms."
"23574","064","sonatas"
"23575","064","viola (solo, chamber combs., w/orch.)"
"23576","064","operas"
"23577","065","syms."
"23578","065","dramatic works (oratorios, film scores, ballets, incidental music) & derivative orchestral suites"
"23579","065","orchestral pcs"
"23580","065","sonatas"
"23581","066","syms."
"23582","066","orchestral pcs"
"23583","066","songs"
"23584","066","solo piano"
"23585","067","multi-media dramatic music/music theatre/film scores"
"23586","067","chamber music"
"23587","067","magnetic tape-based pcs"
"23588","067","socio-political themes"
"23589","068","solo organ & harmonium"
"23590","068","chamber music"
"23591","069","orchestral pcs"
"23592","069","sacred & secular vocal- & choral-orchestral music, incl. many works for children"
"23593","069","folksong settings"
"23594","069","cello (solo, chamber combs.)"
"23595","069","operas"
"23596","069","chamber music"
"23597","069","music education"
"23598","070","winds (solo, chamber combs.)"
"23599","070","symphonic poems"
"23600","070","songs"
"23601","070","music inspired by film personalities"
"23602","071","syms."
"23603","071","chamber music"
"23604","072","percussion (chamber combs., w/orch.)"
"23605","072","concs."
"23606","072","chamber music"
"23607","073","solo organ & solo harpsichord"
"23608","073","chamber music w/organ"
"23609","074","chamber music"
"23610","074","works for solo player"
"23611","074","secular vocal music"
"23612","075","concs."
"23613","075","syms."
"23614","075","sacred vocal/choral music"
"23615","076","orchestral pcs"
"23616","076","chamber music"
"23617","076","solo keyboard"
"23618","076","magnetic tape-based pcs"
"23619","077","piano (solo, w/orch., transcriptions of other composers' works)"
"23620","077","symphonic poems & other orchestral pcs"
"23621","077","solo organ"
"23622","077","songs"
"23623","077","sacred choral music"
"23624","078","lieder, espec. narrative ballads"
"23625","079","concs."
"23626","079","orchestral pcs"
"23627","079","chamber music"
"23628","079","aleatory music"
"23629","080","syms."
"23630","080","songs & song cycles"
"23631","080","orchestration"
"23632","081","works for featured instr(s). w/orch."
"23633","081","chamber music"
"23634","081","vocal- & choral-orchestral music"
"23635","082","syms."
"23636","082","concs. for solo & multiple instrs."
"23637","082","orchestral pcs"
"23638","082","chamber music, espec. cello w/piano"
"23639","082","operas"
"23640","082","madrigal-form works"
"23641","083","lieder"
"23642","083","piano (solo, chamber combs.)"
"23643","084","canonic player-piano roll-based music"
"23644","085","syms."
"23645","085","concs."
"23646","085","songs & choral songs"
"23647","085","chamber music"
"23648","085","incidental music suites"
"23649","085","operas"
"23650","085","solo piano & solo organ"
"23651","086","'scenic choral' stage cantatas"
"23652","086","operas"
"23653","086","music for children"
"23654","086","chamber music"
"23655","086","music education"
"23656","087","sacred vocal- & choral chamber/orchestral music"
"23657","087","orchestral pcs"
"23658","087","syms."
"23659","088","sacred vocal- & choral-orchestral music"
"23660","088","works for featured string instr. w/orch."
"23661","088","music on political or religious subjects and/or w/strongly emotional themes"
"23662","089","tangos (solo guitar, solo piano, chamber combs., orchestral ensemble)"
"23663","090","solo organ & solo piano"
"23664","090","orchestral pcs"
"23665","090","chamber music"
"23666","090","works for solo string instr."
"23667","090","songs"
"23668","091","small ensemble pcs (espec. featuring percussion/percussive effects and/or solo instr(s). recorded on magnetic tape)"
"23669","091","mixed-media works"
"23670","092","wind quintets & other chamber music featuring wind instrs."
"23671","093","solo organ (espec. sonatas)"
"23672","093","chamber music"
"23673","093","sacred vocal/choral music"
"23674","094","none"
"23675","095","operas & opera overs."
"23676","095","sacred vocal- & choral-orchestral music"
"23677","095","chamber music"
"23678","095","songs"
"23679","095","solo piano"
"23680","096","choral/choral-orchestral music"
"23681","097","significant contributor to most main genres"
"23682","098","P.D.Q. Bach recordings"
"23683","098","chamber music"
"23684","098","music education"
"23685","099","concs. & concerti grossi"
"23686","099","chamber music"
"23687","099","string instrs. (chamber combs., w/orch.)"
"23688","099","syms."
"23689","100","orchestral pcs"
"23690","100","chamber music"
"23691","100","songs & song cycles"
"23692","100","dramatic vocal music"
"23693","100","operas"
"23694","101","piano (solo, chamber combs., w/orch.); lieder"
