"48677","001","Christ Lag in Todesbanden [church cantata for 4 solo vv, chorus & orch.] BWV4 (1707-8?)"
"48678","001","Toccata & Fugue in D minor [org] BWV565 (before 1709)"
"48679","001","Passacaglia & Fugue in C minor [org] BWV582 (1708-12?)"
"48680","001","Prelude & Fugue in D [org] BWV532 (1708-17)"
"48681","001","Toccata & Fugue in F [org] BWV540 (1708-17)"
"48682","001","Toccata, Adagio & Fugue in C [org] BWV564 (1708-17)"
"48683","001","Brandenburg Concertos [6 concerti grossi for featured instrs. & strings] BWV1046-51 (1708-21)"
"48684","001","unaccompanied lute works BWV995-1000 & 1006a (c1708-40s)"
"48685","001","Hunt Cantata [secular cantata for 4 solo vv & orch.] BWV208 (1713?), incl. 'That Sheep may Safely Graze'"
"48686","001","Conc. for 2 Violins & Strings in D minor BWV1043 (1717-23)"
"48687","001","Conc. for Violin & Strings in A minor BWV1041 (1717-23)"
"48688","001","Conc. for Violin & Strings in E BWV1042 (1717-23)"
"48689","001","6 sonatas for violin & harpsichord BWV1014-9 (1717-23)"
"48690","001","3 sonatas for flute & harpsichord BWV1030-2 (1717-30s)"
"48691","001","3 sonatas for flute & continuo BWV1033-5 (1717-30s)"
"48692","001","4 Orchestral Suites [instrs. & strings] BWV1066-9 (c1717-30s), incl. 'Air on a G String'"
"48693","001","Weichet Nur 'Wedding Cantata' [secular cantata for solo v & orch.] BWV202 (1718-23?)"
"48694","001","6 Partitas & Sonatas for Solo Violin BWV1001-6 (1720)"
"48695","001","Partita in A minor [fl] BWV1013 (1720s)"
"48696","001","Chromatic Fantasia & Fugue in D minor [keyb] BWV903 (c1720; r c1730)"
"48697","001","The Well-Tempered Klavier (2 Books) [keyb] BWV846-69 & 870-93 (1722 & 1738-42)"
"48698","001","Herz und Mund und Tat und Leben [church cantata for 4 solo vv, chorus & orch.] BWV147 (1723), incl. 'Jesu, Joy of Man's Desiring'"
"48699","001","A Mighty Fortress is our God [church cantata for 4 solo vv, chorus & orch.] BWV80 (1724)"
"48700","001","St. John Passion [4 solo vv, chorus & orch.] BWV245 (1724; r c1730s & 1740s)"
"48701","001","St. Matthew Passion [4 solo vv, chorus & orch.] BWV244 (1727, r1736)"
"48702","001","Magnificat in D [5 solo vv, chorus & orch.] BWV243 (c1728-31)"
"48703","001","Conc. for Harpsichord & Strings in D minor BWV1052 (1728-35)"
"48704","001","Conc. for Harpsichord & Strings in F minor BWV1056 (1728-35)"
"48705","001","6 Partitas [keyb] BWV825-30 (1731)"
"48706","001","Wachet Auf! 'Sleepers Awake!' [church cantata for 4 solo vv, chorus & orch.] BWV140 (1731)"
"48707","001","Christmas Oratorio [6 cantatas for solo vv, chorus & orch.] BWV248 (1734)"
"48708","001","'Concerto' in the Italian Style [keyb] BWV971 (1735)"
"48709","001","21 Choral Preludes [org] BWV669-89 (1739)"
"48710","001","Goldberg Variations [keyb] BWV988 (1741-2)"
"48711","001","The Art of Fugue [chamber music for unspecified instrumentation] BWV1080 (c1745-50)"
"48712","001","The Musical Offering [fl, 2 vlns, keyb & continuo] BWV1079 (1747)"
"48713","001","Mass in B minor [4 solo vv, chorus & orch.] BWV232 (c1747-9)"
"48714","001","6 Suites (Sonatas) for Solo Cello BWV1007-12 (c1750)"
"48715","001","Conc. for 4 Harpsichords & Strings in A minor BWV1065 (d?)"
"48716","001","Conc. for Oboe & Violin (or 2 Harpsichords) & Strings in C minor BWV1060 (d?)"
"48717","002","Piano Conc. #2 in B flat Op.19 (1793-5, r1798)"
"48718","002","Piano Conc. #1 in C Op.15 (1795, r1800)"
"48719","002","Quintet for Piano & Winds in E flat Op.16 (1796)"
"48720","002","Piano Sonata #8 in C minor 'Pathetique' Op.13 (1797-8?)"
"48721","002","Septet in E flat [winds & strings] Op.20 (1799-1800)"
"48722","002","Sym. #1 in C Op.21 (1800)"
"48723","002","Sonata for Violin & Piano in F 'Spring' Op.24 (1800-1)"
"48724","002","Piano Conc. #3 in C minor Op.37 (1800?)"
"48725","002","Piano Sonata #14 in C sharp minor 'Moonlight' Op.27 no.2 (1801)"
"48726","002","Sym. #2 in D Op.36 (1801-2)"
"48727","002","Piano Sonata #17 in D minor 'Tempest' Op.31 no.2 (1802)"
"48728","002","Sonata for Violin & Piano in A minor 'Kreutzer' Op.47 (1802-3)"
"48729","002","Sym. #3 in E flat 'Eroica' Op.55 (1803)"
"48730","002","Conc. for Violin, Cello, Piano & Orch. in C Op.56 (1803-4)"
"48731","002","Piano Sonata #21 in C 'Waldstein' Op.53 (1803-4)"
"48732","002","Fidelio [opera] Op.72 (1804-5)"
"48733","002","Piano Sonata #23 in F minor 'Appassionata' Op.57 (1804-5)"
"48734","002","Leonore Over. #3 (to the opera Fidelio) [orch.] Op.72a (1805-6)"
"48735","002","Over. to (the opera) Fidelio [orch.] Op.72b (1805)"
"48736","002","Piano Conc. #4 in G Op.58 (1805-6)"
"48737","002","String Quartet #7 in F Op.59 no.1 (1805-6)"
"48738","002","String Quartet #9 in C 'Hero' Op.59 no.3 (1805-6)"
"48739","002","Sym. #4 in B flat Op.60 (1806)"
"48740","002","Violin Conc. in D Op.61 (1806)"
"48741","002","Over. to (the Collin play) Coriolan in C minor [orch.] Op.62 (1807)"
"48742","002","Sonata for Cello & Piano in A Op.69 (1807-8)"
"48743","002","Sym. #5 in C minor Op.67 (1807-8)"
"48744","002","Piano Trio #4 in D 'Ghost' Op.70 no.1 (1808)"
"48745","002","Sym. #6 in F 'Pastoral' Op.68 (1808)"
"48746","002","Piano Conc. #5 in E flat 'Emperor' Op.73 (1809)"
"48747","002","Over. & Incidental Music to (the Goethe play) Egmont [orch.] Op.84 (1809-10)"
"48748","002","Piano Sonata #26 in E flat 'Les Adieux' Op.81a (1809-10)"
"48749","002","Piano Trio #7 in B flat 'Archduke' Op.97 (1810-1)"
"48750","002","Sym. #7 in A Op.92 (1811-2)"
"48751","002","Sym. #8 in F Op.93 (1812)"
"48752","002","Sonata for Cello & Piano in D Op.102 no.2 (1815)"
"48753","002","Piano Sonata #29 in B flat 'Hammerklavier' Op.106 (1817-8)"
"48754","002","Mass in D 'Missa Solemnis' [4 solo vv, chorus & orch.] Op.123 (1819-23)"
"48755","002","33 Variations on a Waltz by Diabelli [pf] Op.120 (1819, 1822-3)"
"48756","002","Piano Sonata #31 in A flat Op.110 (1821-2)"
"48757","002","Piano Sonata #32 in C minor Op.111 (1821-2)"
"48758","002","Sym. #9 in D minor 'Choral' [4 solo vv, chorus & orch.] Op.125 (1822-4)"
"48759","002","6 Bagatelles [pf] Op.126 (1823-4)"
"48760","002","String Quartet #15 in A minor Op.132 (1825)"
"48761","002","String Quartet #13 in B flat Op.130 (1825-6)"
"48762","002","Grosse Fuge in B flat [str qtt] Op.133 (1825-6)"
"48763","002","String Quartet #14 in C sharp minor Op.131 (1826)"
"48764","002","String Quartet #16 in F Op.135 (1826)"
"48765","003","12 Etudes dans les Tons Mineurs [pf] Op.39 (p1857)"
"48766","004","sonatas (6) [fl & continuo] W125-7,129,130,134 (1735-40)"
"48767","004","6 Sonatas 'Wurttemberg' [keyb] W49 (1744)"
"48768","004","Sonata for Flute Solo in A minor W132 (1747)"
"48769","004","Conc. for Cello & Strings in A W172 (1753?)"
"48770","004","Conc. for Flute & Strings in G W169 (1755?)"
"48771","004","6 Sonatas & Prelude [org] W70 (1755 & 1758)"
"48772","004","Conc. for Oboe & Strings in E flat W165 (1765?)"
"48773","004","Orchestral Sym. #3 in C from W182, '6 Hamburg Symphonies' (1773)"
"48774","005","Grand Over. in B flat from (the opera) Lucio Silla Op.18 no.2 [orch.] (c1779)"
"48775","005","Sinfonie Concertante in A [vln, vc, 2 oboes & strings] (p1773)"
"48776","005","6 Quintets [fl, oboe, vln, va & continuo] Op.11 (p1774)"
"48777","006","none"
"48778","007","Hungarian folksong arrangements [solo v & pf] (1904-37?)"
"48779","007","14 Bagatelles [pf] S38 (1908)"
"48780","007","String Quartet #1 S40 (1908, r1910)"
"48781","007","Duke Bluebeard's Castle [opera] S48 (1911)"
"48782","007","String Quartet #2 S67 (1915-7)"
"48783","007","7 Romanian Folk Dances [orch. arr.] S68 (1917)"
"48784","007","The Miraculous Mandarin [pantomime ballet] S73 (1918-9, 1923, r1924-31; orch. suite 1919, 1927)"
"48785","007","2 Sonatas for Violin & Piano S75-6 (1921/1922)"
"48786","007","Dance Suite [orch.] S77 (1923)"
"48787","007","Mikrokosmos [6 vols. of pf studies] S107 (1926, 1932-9)"
"48788","007","String Quartet #3 S85 (1927)"
"48789","007","Rhapsody #1 for Violin & Piano S86 (1928)"
"48790","007","String Quartet #4 S91 (1928)"
"48791","007","Piano Conc. #2 S95 (1930-1)"
"48792","007","String Quartet #5 S102 (1934)"
"48793","007","Music for String Instruments, Percussion & Celesta S106 (1936)"
"48794","007","Sonata for 2 Pianos & Percussion [4 players] S110 (1937)"
"48795","007","Violin Conc. #2 S112 (1937-8)"
"48796","007","Divertimento for String Orch. S113 (1939)"
"48797","007","String Quartet #6 S114 (1939)"
"48798","007","Conc. for Orch. S116 (1943, r1945)"
"48799","007","Sonata for Unaccompanied Violin S117 (1944)"
"48800","007","Piano Conc. #3 S119 (1945)"
"48801","007","Viola Conc. S120 (1945)"
"48802","008","Nones [orch.] (1954)"
"48803","008","Sequenza I [fl] (1958)"
"48804","008","Sequenza III [solo female v] (1965)"
"48805","008","Sequenza V [trombone] (1966)"
"48806","008","Sinfonia [8 solo vv & orch.] (1968, r1969)"
"48807","009","Sonatina for Recorder/Flute & Piano Op.13 (1939)"
"48808","010","Schelomo: Hebraic Rhapsody for Cello & Orch. (1915-6)"
"48809","010","String Quartet #1 in B minor (1916)"
"48810","010","Suite for Viola & Piano [also in va & orch. arr.] (1919)"
"48811","010","Sonata #1 for Violin & Piano (1920)"
"48812","010","Piano Quintet #1 (1921-3)"
"48813","010","Baal Shem [suite for vln & pf] (1923)"
"48814","010","From Jewish Life [suite for vc & pf] (1924)"
"48815","010","Concerto Grosso #1 [pf & string orch.] (1924-5)"
"48816","010","Violin Conc. (1937-8)"
"48817","011","songs [solo v & pf] (1851-96)"
"48818","011","21 Hungarian Dances (in 4 books) [pf 4 hands] (1852-69)"
"48819","011","Piano Sonata #3 in F minor Op.5 (1853)"
"48820","011","Piano Conc. #1 in D minor Op.15 (1854-8)"
"48821","011","Sym. #1 in C minor Op.68 (1855-76)"
"48822","011","A German Requiem [cantata/oratorio for 2 solo vv, chorus & orch.] (1857-68)"
"48823","011","Serenade #1 in D [orch.] Op.11 (1857-8)"
"48824","011","Serenade #2 in A [small orch.] Op.16 (1858-9, r1875)"
"48825","011","25 Variations & Fugue on a Theme by Handel in B flat [pf] Op.24 (1861)"
"48826","011","Piano Quartet #1 in G minor Op.25 (1861)"
"48827","011","Piano Quintet in F minor Op.34 (1861-4)"
"48828","011","28 Variations on a Theme by Paganini [pf] Op.35 (1862-3)"
"48829","011","Sonata for Cello & Piano #1 in E minor Op.38 (1862-5)"
"48830","011","String Sextet #2 in G [2 vlns, 2 va & 2 vc] Op.36 (1864-5)"
"48831","011","Trio for Horn, Violin & Piano in E flat Op.40 (1865)"
"48832","011","String Quartet #1 in C minor Op.51 no.1 (1865?-73)"
"48833","011","Schicksalslied [secular poem setting for chorus & orch.] Op.54 (1868-71)"
"48834","011","Alto Rhapsody [secular poem setting for solo v, chorus & orch.] Op.53 (1869)"
"48835","011","3 Hungarian Dances [orch. arr.] (1873)"
"48836","011","Variations on a Theme by Haydn in B flat [orch. arr.] Op.56a (1873; also in 2 pf arr. as Op.56b)"
"48837","011","Sym. #2 in D Op.73 (1877)"
"48838","011","Violin Conc. in D Op.77 (1878)"
